,content
337,"Hàn Quốc cho bóng đá trở lại: HLV đeo khẩu trang, cầu thủ bị cấm nói chuyện #news  https://soha.vn/han-quoc-cho-bong-da-tro-lai-hlv-deo-khau-trang-cau-thu-bi-cam-noi-chuyen-20200425222817968.htm … 

Mùa giải K-League 2020 sẽ khai mạc vào ngày 8/5 nhưng các đội bóng phải tuân thủ nhiều quy định phòng dịch COVID-19."
338,Phỏng vấn Đức TGM Đại diện Tòa Thánh tại Việt Nam về đại dịch Covid-19: Nhân dịp lễ kính…  https://goo.gl/fb/XJyeUv 
339,Hàng loạt ông trùm dược phẩm chạy đua chế tạo vaccine chống Covid-19  https://tinhangngay.vn/hang-loat-ong-trum-duoc-pham-chay-dua-che-tao-vaccine-chong-covid-19/ … pic.twitter.com/osTCrZprqR
340,Costa Mesa được dùng OC Fair cách ly người vô gia cư dễ nhiễm COVID-19  https://www.nguoi-viet.com/little-saigon/costa-mesa-duoc-dung-oc-fair-cach-ly-nguoi-vo-gia-cu-de-nhiem-covid-19/ …
341,"Hơn 2,9 triệu người mắc Covid-19, WHO cảnh báo khả năng tái nhiễm #news  https://giaoducthoidai.vn/hon-29-trieu-nguoi-mac-covid-19-who-canh-bao-kha-nang-tai-nhiem-20200426073045398.html …  GD&TĐ - Thế giới ngày qua có thêm 86.626 ca mắc Covid-19 mới, đưa tổng số ca mắc lên 2.915.452 người. Số ca tử vong hiện là 203.027, gồm 5.928 ca mới."
342,"Sáng nay không có thêm ca mắc Covid-19 #news  https://www.facebook.com/834847593248254_3096567467076244 … Chào buổi sáng chủ nhật 👏👏

Bản tin ban chỉ đạo quốc gia phòng, chống dịch Covid-19, đến 6h sáng 26/4, Việt Nam ghi nhận tổng cộng 270 ca mắc Covid-19. [...]"
343,WHO tuyên bố sẽ khởi xướng sáng kiến ‘hợp tác mang tính quyết định’ chống Covid-19  https://tinhangngay.vn/who-tuyen-bo-se-khoi-xuong-sang-kien-hop-tac-mang-tinh-quyet-dinh-chong-covid-19/ … pic.twitter.com/yqkSX2qMA2
344,"Xô Coronga!!! 
#coronavirusnobrasil
#Covid_19
#pretinhodopoder pic.twitter.com/hi562ORPuk"
345,"Mỹ tịch thu hàng ngàn sản phẩm COVID-19 lừa đảo từ Nhật, Hồng Kông  https://www.nguoi-viet.com/hoa-ky/my-tich-thu-hang-ngan-san-pham-covid-19-lua-dao-tu-nhat-ohng-kong/ …"
346,Coi chừng đeo bao tay còn dễ lây COVID-19 hơn là không đeo  https://www.nguoi-viet.com/nvtv-binh-luan/chat-van/coi-chung-deo-bao-tay-con-de-lay-covid-19-hon-la-khong-deo/ …
347,Những con số nổi bật về COVID-19 trên thế giới (tính đến 7h30 ngày 25/4/2020)  https://rongvietthanghoa.site/nhung-con-so-noi-bat-ve-covid-19-tren-the-gioi-tinh-den-7h30-ngay-25-4-2020 …
348,Các CEO trên toàn Trái Đất nghĩ gì về tình hình kinh tế hậu Covid-19?  https://goodstock.vn/cac-ceo-tren-toan-trai-dat-nghi-gi-ve-tinh-hinh-kinh-te-hau-covid-19/ … pic.twitter.com/y2yBx6v9kx
349,"Thế giới gần 3 triệu ca nhiễm Covid-19, Việt Nam chỉ còn 29 ca dương tính với SARS-CoV-2  https://ift.tt/3cLLcPm  pic.twitter.com/hDVelo1R48"
350,"#stayhomewithme #stayhomeandcook #withme
Cháo Sườn Bò Bổ Dưỡng cho già trẻ lớn bé trong mùa dịch Covid -19  https://youtu.be/SVDbEvBFLrc  via @YouTube"
351,Bluezone – Ứng dụng cảnh báo nếu bạn có tiếp xúc gần với người mắc Covid-19  https://cafeso.net/bluezone-ung-dung-canh-bao-neu-ban-co-tiep-xuc-gan-voi-nguoi-mac-covid-19.html … pic.twitter.com/OiykqK3irV
352,xô covid!
353,Điều đáng sợ sau dịch COVID-19 đã xuất hiện  http://hoicodo.com/618300/dieu-dang-so-sau-dich-covid-19-da-xuat-hien/ … pic.twitter.com/WTgiu1BUcu
354,4 mẩu chuyện thể hiện ý thức chống dịch COVID-19 của người Hàn Quốc  https://thongtinhanquoc.com/4-mau-chuyen-the-hien-y-thuc-chong-dich-covid-19-cua-nguoi-han-quoc/ … pic.twitter.com/TF6FYsf2kR
355,Bệnh nhân Covid-19 ở Hạ Lôi: ‘Mất ăn mất ngủ vì lo cho người nhà’  https://tinhangngay.vn/benh-nhan-covid-19-o-ha-loi-mat-an-mat-ngu-vi-lo-cho-nguoi-nha/ … pic.twitter.com/sCF8Ox9HSk
356,"Bộ kit xét nghiệm COVID-19 Việt Nam sản xuất đã được WHO công nhận - Tuổi Trẻ Online
 https://tuoitre.vn/bo-kit-xet-nghiem-covid-19-viet-nam-san-xuat-da-duoc-who-cong-nhan-20200426063419839.htm …"
357,"Không ghi nhận ca mắc mới, Bộ Y tế yêu cầu báo cáo mua máy xét nghiệm COVID-19  http://hoicodo.com/618296/khong-ghi-nhan-ca-mac-moi-bo-y-te-yeu-cau-bao-cao-mua-may-xet-nghiem-covid-19/ … pic.twitter.com/9rgW7gHT4Q"
358,Walmart ở Colorado đóng cửa sau khi có vài người chết vì COVID-19  https://www.nguoi-viet.com/hoa-ky/sieu-thi-walmart-o-colorado-dong-cua-sau-khi-co-vai-nguoi-chet-vi-covid-19/ …
359,"Một mình cách ly trên đảo chưa đầy 1 km2 #news  https://vnexpress.net/mot-minh-cach-ly-tren-dao-chua-day-1-km2-4089103.html … 
Christian Lewis bắt đầu đi bộ dọc bờ biển Vương quốc Anh từ 2017 để gây quỹ từ thiện. 3 năm sau, anh kẹt lại đảo Hildasay vì Covid-19."
360,"Covid-19: 36 giờ không thêm ca nhiễm mới #news  https://vnexpress.net/covid-19-36-gio-khong-them-ca-nhiem-moi-4071803.html … 
Sáng nay không ghi nhận thêm ca nhiễm mới. Năm ca tái dương tính đưa số bệnh nhân đang điều trị lên 45."
361,Orange County cân nhắc nới lỏng phong tỏa COVID-19 vào Tháng Năm  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-tin-tong-hop/orange-county-can-nhac-noi-long-phong-toa-covid-19-vao-thang-nam-2/ …
362,Giúp nhau mùa Covid-19  https://tinhangngay.vn/giup-nhau-mua-covid-19/ … pic.twitter.com/cEFPe7l8Sj
363,Tôi có thể nói ra giấc mơ nói về nguyên nhân sinh ra vi rút corona được không để các nhà khoa học nghiên cứu chính sát hơn để cứu lấy thế giới khỏi đại dịch covid 19
364,"Cháu trai cựu tổng thống Mỹ Kennedy chất vấn ‘chương trình vắc-xin Covid-19 toàn cầu bắt buộc’ của Bill Gates
blob: https://www.dkn.tv/514b01fe-5b50-42a4-a928-6d3c66a33a6f …"
365,"Xin qúy vị liên lạc với chủ nhà ngay lập tức nếu như qúy vị có thu nhập đã bị ảnh hưởng tại vì COVID-19. Nếu như qúy vị có câu hỏi, xin qúy vị liên lạc với Bộ Gia Cư của Thành Phố San Jose tại số phone là 408-975-4480. 
 https://youtu.be/nNX1j10EDl8 "
366,"COVID-19 ở Orange County lên gần 2,000 ca, gồm 38 người chết  https://www.nguoi-viet.com/little-saigon/covid-19-o-orange-county-len-gan-2000-ca-gom-38-nguoi-chet/ …"
367,Sáng nay không có thêm ca mắc Covid-19  https://tinhangngay.vn/sang-nay-khong-co-them-ca-mac-covid-19/ … pic.twitter.com/Gy9zXWF2Rk
368,Cập nhật COVID-19 25/4: Phổi của BN 91 xấu hơn; Sớm thực hiện liệu pháp dùng huyết tương tại VN  https://tinhangngay.vn/cap-nhat-covid-19-25-4-phoi-cua-bn-91-xau-hon-som-thuc-hien-lieu-phap-dung-huyet-tuong-tai-vn/ … pic.twitter.com/slsqlu4Amr
369,"Số người chết vì COVID-19 trên thế giới nay vượt mức 200,000  https://www.nguoi-viet.com/hoa-ky/so-tu-vong-tren-the-gioi-do-covid-19-nay-vuot-muc-200000/ …"
370,Adebayor từ chối giúp Togo chống Covid-19  https://tinviet360.com/index.php/2020/04/26/adebayor-tu-choi-giup-togo-chong-covid-19/ … pic.twitter.com/CVWl5bqz8E
371,"Dân mạng chia sẻ những hình ảnh ý nghĩa cổ vũ y, bác sĩ chống dịch Covid-19  https://cafeso.net/dan-mang-chia-se-nhung-hinh-anh-y-nghia-co-vu-y-bac-si-chong-dich-covid-19.html … pic.twitter.com/cM7kagh0Cy"
372,"Sáng 25/4, Việt Nam không ghi nhận ca mắc mới COVID-19, 5 bệnh nhân dương tính trở lại  https://tinviet360.com/index.php/2020/04/26/sang-25-4-viet-nam-khong-ghi-nhan-ca-mac-moi-covid-19-5-benh-nhan-duong-tinh-tro-lai/ … pic.twitter.com/4wYhWdssZ7"
373,"Việt Nam điều trị bệnh nhân Covid-19 nặng như thế nào? #news  https://vnexpress.net/viet-nam-dieu-tri-benh-nhan-covid-19-nang-nhu-the-nao-4089555.html … 
Tùy từng tình trạng suy hô hấp của bệnh nhân nặng, các bác sĩ có can thiệp khác nhau: liệu pháp oxy, đặt máy thở, ECMO... kết hợp với thuốc kháng virus."
374,"Số tử vong trên thế giới do COVID-19 nay vượt mức 200,000  https://www.nguoi-viet.com/hoa-ky/so-tu-vong-tren-the-gioi-do-covid-19-nay-vuot-muc-200000/ …"
375,"FPT, Thế giới Di động vẫn thu nghìn tỷ thời dịch Covid-19  https://tinhangngay.vn/fpt-the-gioi-di-dong-van-thu-nghin-ty-thoi-dich-covid-19/ … pic.twitter.com/VEE3UiRXvO"
376,"Lấy mẫu xét nghiệm Covid-19 diễn ra thế nào? #news  https://video.vnexpress.net/tin-tuc/thoi-su/lay-mau-xet-nghiem-covid-19-dien-ra-the-nao-4089635.html … 
Vị trí ưu tiên nhất để lấy mẫu xét nghiệm nCoV là khu vực tỵ hầu nhưng nếu làm sai kỹ thuật có thể gây kết quả âm tính giả."
377,"Thị trường nhà đất sẽ sụp đổ giữa COVID-19? Cuộc thăm dò của Gallup cho thấy sự bi quan

 https://www.bdscuatui.com/thi-truong-nha-dat-se-sup-do-giua-covid-19-cuoc-tham-do-cua-gallup-cho-thay-su-bi-quan-34989/?feed_id=22142&_unique_id=5ea4b4ffc5d1b …"
378,Thị trưởng Nhật khuyên phụ nữ không đi mua hàng trong bối cảnh COVID-19 vì lề mề  https://tinhangngay.vn/thi-truong-nhat-khuyen-phu-nu-khong-di-mua-hang-trong-boi-canh-covid-19-vi-le-me/ …
379,"""Vietnam 🇻🇳 268 cas de Covid, 0 mort et tous guéris. Le secret est le nước mắm et ce machin-truc-là."" 🤣  pic.twitter.com/WVOVRKGvOf"
380,"Ọ̀RỌ̀ rèé, kí Olúwa Ọba bá wa da ọwọ́ dúró!

May the Good lord help us. 

My babies 💞💞

omowunmi.asake
akanbi08 on this one. 

#staysafe
#covid_19
#life
#schoolofthought
#africa
#culture
#gbajumoÒṣeré…  https://www.instagram.com/p/B_a2F4Zj8b5/?igshid=b8sojbvl1enn …"
381,"Phó Thủ tướng: COVID-19 rất biến ảo, tuyệt đối không chủ quan  https://tinhangngay.vn/pho-thu-tuong-covid-19-rat-bien-ao-tuyet-doi-khong-chu-quan/ … pic.twitter.com/bsTdY9pdzE"
382,#Covid_19 #KIMJONGUNDEAD SHOA Kim Yo Jong @FranSolar pic.twitter.com/mPjwu2NaWQ
383,"Thị trường nhà đất sẽ sụp đổ giữa COVID-19? Cuộc thăm dò của Gallup cho thấy sự bi quan

 https://www.bdscuatui.com/thi-truong-nha-dat-se-sup-do-giua-covid-19-cuoc-tham-do-cua-gallup-cho-thay-su-bi-quan-34980/?feed_id=22130&_unique_id=5ea4ad0ace622 …"
384,Hướng dẫn sử dụng ứng dụng Bluezone để tự phòng vệ trước Covid-19  https://tinhangngay.vn/huong-dan-su-dung-ung-dung-bluezone-de-tu-phong-ve-truoc-covid-19/ … pic.twitter.com/T0Eki6PA78
385,Việt Nam có thêm 2 ca Covid-19 sau hơn 1 tuần không ghi nhận ca mới  https://tinviet360.com/index.php/2020/04/26/viet-nam-co-them-2-ca-covid-19-sau-hon-1-tuan-khong-ghi-nhan-ca-moi/ … pic.twitter.com/lV06nYTIZ8
386,Hậu quả của đại dịch COVID-19  https://dangnho.com/doi-song/kham-pha/ha%cc%a3u-qua%cc%89-cu%cc%89a-da%cc%a3i-di%cc%a3ch-covid-19.html … pic.twitter.com/P1dfbrhsQc
387,Nữ diễn viên thủ vai Catwoman của The Batman phải ‘giữ dáng’ suốt mùa dịch COVID-19 vì?  https://tinhangngay.vn/nu-dien-vien-thu-vai-catwoman-cua-the-batman-phai-giu-dang-suot-mua-dich-covid-19-vi/ … pic.twitter.com/Bc6Oxmn6co
388,Bảo hiểm Hàng không lỗ nặng vì COVID-19  https://tinhangngay.vn/bao-hiem-hang-khong-lo-nang-vi-covid-19/ … pic.twitter.com/Q1e2sCkGLT
389,"Câu Chuyện Đầu Tư
Dịch vụ
CenLand: Chớp cơ hội - vượt khó khăn
Trong bối cảnh dịch Covid-19 ảnh hưởng tới nhiều sàn bất động sản, Bất động sản Thế Kỷ (CenLand, HOSE: CRE) đã  https://xaluan247.info/cenland-chop-co-hoi-vuot-kho-khan/ …"
390,Cách người dân trên thế giới ‘sống chung’ với dịch COVID-19  https://tinhangngay.vn/cach-nguoi-dan-tren-the-gioi-song-chung-voi-dich-covid-19/ … pic.twitter.com/TtHSnGAy5k
391,"""Điều này gây lo ngại vì xét nghiệm kháng thể với virus gây bệnh Covid-19 chưa được xem là chính xác hoàn toàn.

WHO nói hiện không có nghiên cứu nào đánh giá được là có kháng thể thì sẽ đem lại miễn nhiễm cho những lần sau.""- BBC News"
392,"WHO ngày 24/4 ra cảnh báo: ""Hiện không có bằng chứng là những người đã khỏi Covid-19 và có kháng thể, thì được bảo vệ không bị nhiễm lần hai.""
 https://www.bbc.com/vietnamese/world-52424979 …"
393,Phát động chiến dịch truyền thông ‘Online vui-Vùi Covid’  https://tinhangngay.vn/phat-dong-chien-dich-truyen-thong-online-vui-vui-covid/ … pic.twitter.com/PByQ8n8Kzb
394,Quảng Ninh phủ nhận thông tin mua máy xét nghiệm Covid-19 giá cao  https://tinviet360.com/index.php/2020/04/26/quang-ninh-phu-nhan-thong-tin-mua-may-xet-nghiem-covid-19-gia-cao/ … pic.twitter.com/606Eb547I9
395,COVID-19 phơi b  https://pay.vietnamplus.vn/covid-19-phoi-bay-diem-manh-yeu-cua-cac-thanh-vien-thay-the-ong-abe-id39783.vnp …
396,"Video 'khỉ thả diều khi đang bị cách ly' gây sốt Internet tuần qua #news  https://vnexpress.net/video-khi-tha-dieu-khi-dang-bi-cach-ly-gay-sot-internet-tuan-qua-4090247.html … 
Một chú khỉ ở Kashipur (Ấn Độ) thành thục việc thả diều trên nóc một tòa nhà khi thành phố trong thời gian bị phong tỏa vì Covid-19."
397,Merkel - 'Nữ tướng' giúp Đức kìm chân Covid-19 - VnExpress  https://bit.ly/3eRxlZt 
398,"Ndị mmadụ na anwụ
Nwoke n anwụ
Nwanyị na anwụ 
Ụmụazi na anwụ
Ndị ụka na anwụ
Ndị ọgọ mụọ na anwụ
Ndị isi na anwụ 
Ndị ọdụdụ na anwụ
Ọgaranya na anwụ
Ogbenye na anwụ
#Covid_19 na egbu ndị a.
Ụka dị anyị bịa,ọ ga adị anyị anaba⛱️🙏"
399,"COVID-19 bùng phát, nhiều công ty Việt dừng đàm phán mua bản quyền AFF Cup 2020  https://tinhangngay.vn/covid-19-bung-phat-nhieu-cong-ty-viet-dung-dam-phan-mua-ban-quyen-aff-cup-2020/ … pic.twitter.com/65iWcWHFWu"
400,"Ra mắt website  http://Khonggianmang.vn , giữ an toàn thông tin “thời” Covid-19  https://cafeso.net/ra-mat-website-khonggianmang-vn-giu-an-toan-thong-tin-thoi-covid-19.html … pic.twitter.com/DhOL68jcO0"
401,Thêm một bệnh nhân mắc COVID-19 được công bố khỏi bệnh  https://tinhangngay.vn/them-mot-benh-nhan-mac-covid-19-duoc-cong-bo-khoi-benh/ … pic.twitter.com/pSucgklfvP
402,Sếp địa ốc mua ‘hụt’ cổ phiếu vì COVID-19  https://tinhangngay.vn/sep-dia-oc-mua-hut-co-phieu-vi-covid-19/ … pic.twitter.com/uk7Wwbt5NQ
403,TAMBEM TO XÔ COVID
404,FDA khuyến cáo không sử dụng thuốc chữa sốt rét trong điều trị bệnh nhân COVID-19  https://tinviet360.com/index.php/2020/04/26/fda-khuyen-cao-khong-su-dung-thuoc-chua-sot-ret-trong-dieu-tri-benh-nhan-covid-19/ … pic.twitter.com/dNdSruUwzg
405,Trung Quốc bác bỏ yêu cầu điều tra nguồn gốc COVID-19  https://www.nguoi-viet.com/nvtv-tin-tuc/nvtv-diem-tin-trong-ngay/trung-quoc-bac-bo-yeu-cau-dieu-tra-nguon-goc-covid-19/ …
406,Lợi dụng hình ảnh chuyên gia để bán sản phẩm trị tiểu đường mùa dịch Covid-19  https://tinhangngay.vn/loi-dung-hinh-anh-chuyen-gia-de-ban-san-pham-tri-tieu-duong-mua-dich-covid-19/ … pic.twitter.com/BX5dHldiwk
407,Ứng dụng Bluezone giúp cảnh báo sớm Covid-19 và không theo dõi người dùng  https://tinhangngay.vn/ung-dung-bluezone-giup-canh-bao-som-covid-19-va-khong-theo-doi-nguoi-dung/ …
408,Chuyện giảm lương cầu thủ 'mùa COVID': Giải pháp hay trách nhiệm chia sẻ  http://hoicodo.com/618281/chuyen-giam-luong-cau-thu-mua-covid-giai-phap-hay-trach-nhiem-chia-se/ … pic.twitter.com/C6JQpbPMLj
409,"کیا یہ محض اتفاق ہے ؟
olympics 2012 opening ceremony !!#Covid_19 #coronavirus #olympics2012 #openingceremony pic.twitter.com/4T08pW4OTo"
410,COVID-7uyh(9
411,Trung Quốc khuấy Biển Đông giữa Covid-19: Hòng mong các nước phản ứng yếu  https://bit.ly/2S73J0D 
412,Vị thế lãnh đạo toàn cầu của Mỹ lu mờ giữa Covid-19 - VnExpress  https://bit.ly/3cMG9yi 
413,Merkel - 'Nữ tướng' giúp Đức kìm chân Covid-19 - VnExpress  https://bit.ly/3eRxlZt 
414,Covid-19: Pompeo nói Trung Quốc sẽ phải trả giá  https://bit.ly/3aDZkZk 
415,Covid-19: Gần 38.000 ca nCoV tại Đông Nam Á  https://bit.ly/3eRAFE0 
416,Covid-19 23/4 trên Thế giới - Những người khử trùng điểm nóng nCoV  https://bit.ly/2x8YJkX 
417,Mỹ tranh cãi kế hoạch thả tù nhân giữa Covid-19 - VnExpress  https://bit.ly/2KBSj0w 
418,Covid-19: PGA Tour và áp lực khi thi đấu không khán giả  https://bit.ly/3cJoYNS 
419,"Việt Nam điều trị bệnh nhân Covid-19 nặng thế nào? #news  https://vnexpress.net/viet-nam-dieu-tri-benh-nhan-covid-19-nang-the-nao-4089555.html … 
Tùy từng tình trạng suy hô hấp của bệnh nhân nặng, các bác sĩ có can thiệp khác nhau: liệu pháp oxy, đặt máy thở, ECMO... kết hợp với thuốc kháng virus."
420,Các nước giàu nặng nợ hơn vì Covid-19 - VnExpress Kinh doanh  https://bit.ly/3cQi1KP 
421,Chữa Covid-19 bằng huyết tương như thế nào? - VnExpress Sức khỏe  https://bit.ly/3byO166 
422,Covid-19 chiều 25/4: Không thêm ca nhiễm mới  https://bit.ly/2x86WWp 
423,"Ngày 17/4: Thêm 21 bệnh nhân COVID-19 khỏi bệnh, nâng tổng số lên 198 người  https://tinquangbinh.com/2020/04/980095/ngay-17-4-them-21-benh-nhan-covid-19-khoi-benh-nang-tong-so-len-198-nguoi/ … pic.twitter.com/PQUgPeRxk8"
424,Covid-19 có thể đã âm thầm tấn công Mỹ từ lâu - VnExpress  https://bit.ly/3bBggB3 
425,Dịch Covid-19 khiến người tị nạn thêm khốn khổ #news https://www.youtube.com/watch?v=F75MLO_LKkw …
426,Thêm 5 người khỏi Covid-19 - VnExpress Sức khỏe  https://bit.ly/3bAPwRe 
427,Covid-19: Số bệnh nhân còn 40 - VnExpress Sức khỏe  https://vnexpress.net/covid-19-so-benh-nhan-con-40-4071803.html …
428,Anh tranh cãi về nhóm cố vấn Covid-19 'giấu mặt' - VnExpress  https://bit.ly/2S6JaBs 
429,Lo ngại làn sóng Covid-19 thứ hai - VnExpress  https://bit.ly/2S5KIvk 
430,"Covid-19 : Cần truy xét nguồn gốc, lập tòa án y tế quốc tế  http://rfi.my/5hvp.T  qua @RFI_Vi"
431,Covid-19: Cố vấn Nhà Trắng cúi gằm khi Trump phát biểu  https://bit.ly/2zv6oe8 
432,Đức sẽ lần đầu thử lâm sàng vắc-xin COVID-19 vào cuối tháng Tư  https://gdvn.net/duc-se-lan-dau-thu-lam-sang-vac-xin-covid-19-vao-cuoi-thang-tu.html … pic.twitter.com/gyTOe0MFlM
433,Việt Nam chúng tôi được giãn cách xã hội rồi các ông ạ. bye covid  https://www.instagram.com/p/B_aa5oEHh4-/?igshid=qy5q0bid1j9y …
