,content
355,VFF nhận được 500.000 USD tiền hỗ trợ COVID-19 từ FIFA  https://tinhangngay.vn/vff-nhan-duoc-500-000-usd-tien-ho-tro-covid-19-tu-fifa/ … pic.twitter.com/w3COfC1dz9
356,WHO: ‘Không có bằng chứng’ rằng người ta không thể tái nhiễm Covid-19  https://tinhangngay.vn/who-khong-co-bang-chung-rang-nguoi-ta-khong-the-tai-nhiem-covid-19/ … pic.twitter.com/d6G8MpU2Tc
357,Tin tức dịch bệnh corona ( Covid-19 ) trưa 10/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-trua-10-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/fBShKPNyrL
358,Kết quả nghiên cứu: Các tiểu bang Mỹ phải chuẩn bị cho đợt COVID-19 thứ nhì  https://www.nguoi-viet.com/hoa-ky/ket-qua-nghien-cuu-cac-tieu-bang-my-phai-chuan-bi-cho-dot-covid-19-thu-nhi/ …
359,WHO: Chưa có bằng chứng người đã khỏi COVID-19 sẽ miễn dịch  https://tinhangngay.vn/who-chua-co-bang-chung-nguoi-da-khoi-covid-19-se-mien-dich/ … pic.twitter.com/KD9i8OLGWm
360,Chinh phục núi tuyết trong Covid-19 #news https://vnexpress.net/chinh-phuc-nui-tuyet-trong-covid-19-4091751.html …
361,"Kẹt ở Bắc Cực do COVID-19, phượt thủ Việt hằng ngày chăn tuần lộc  https://tinhangngay.vn/ket-o-bac-cuc-do-covid-19-phuot-thu-viet-hang-ngay-chan-tuan-loc/ … pic.twitter.com/c5qPMWB2X6"
362,"Đoàn Chủ tịch Tổng LĐLĐ Việt Nam thống nhất chủ trương triển khai gói hỗ trợ của tổ chức Công đoàn dành cho đoàn viên, người lao động bị ảnh hưởng do dịch Covid-19 có hoàn cảnh đặc biệt khó khăn #vietnam https://www.youtube.com/watch?v=3maX5bzInGM …"
363,"Không bóng người do COVID-19, thiên đường hoa tulip khoe vẻ đẹp thoát tục  https://tinhangngay.vn/khong-bong-nguoi-do-covid-19-thien-duong-hoa-tulip-khoe-ve-dep-thoat-tuc/ … pic.twitter.com/eVn4sn0NYZ"
364,"Sở GTVT yêu cầu các cơ sở, trung tâm đào tạo, sát hạch lái xe thực hiện các biện pháp phòng, chống dịch COVID-19 khi học viên trở lại học và dự thi. #vietnam https://www.youtube.com/watch?v=0B7L5v5LuBE …"
365,"Chiều 24/4: Thêm 2 bệnh nhân Covid-19 mới ở Thái Bình, Việt Nam có 270 ca bệnh  https://opentro.com/chieu-24-4-them-2-benh-nhan-covid-19-moi-o-thai-binh-viet-nam-co-270-ca-benh/ … pic.twitter.com/6NnBQ2prwY"
366,"Bắt tay là một trong những nguyên nhân gây các bệnh truyền nhiễm, trong đó có Covid-19. Vậy liệu thế giới có cần kiểu chào hỏi khác trong giao tiếp xã hội? #vietnam https://www.youtube.com/watch?v=REO9tq633uA …"
367,"Cập nhật Covid-19 ở Việt Nam chiều 25/4: Không ghi nhận ca nhiễm mới, chỉ còn 45 ca bệnh đang điều trị  https://tinhangngay.vn/cap-nhat-covid-19-o-viet-nam-chieu-25-4-khong-ghi-nhan-ca-nhiem-moi-chi-con-45-ca-benh-dang-dieu-tri/ …"
368,"Chịu áp lực từ COVID-19, ATIGA, đường lậu, TTC Sugar nỗ lực biến thách thức thành cơ hội  https://nghenong.com/2020/05/392354/chiu-ap-luc-tu-covid-19-atiga-duong-lau-ttc-sugar-no-luc-bien-thach-thuc-thanh-co-hoi/ … pic.twitter.com/q76VbEfXtD"
369,"Không có ca mắc Covid-19, còn 45 bệnh nhân đang điều trị  https://tinhangngay.vn/khong-co-ca-mac-covid-19-con-45-benh-nhan-dang-dieu-tri/ … pic.twitter.com/qoK4CbWG1t"
370,"Chinh phục núi tuyết trong Covid-19: Tháng 2, Trung Hiếu trekking núi tuyết Langtang và may…  https://goo.gl/fb/Ch9ms7 "
371,Tin tức dịch bệnh corona ( Covid 19 ) trưa 18/3 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-trua-18-3-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/zhETnOY8Ny
372,Nghệ An trợ giúp COVID-19 phân biệt ‘có công với cách mạng’ hay không  https://www.nguoi-viet.com/viet-nam/nghe-an-uu-tien-chi-tien-tro-giup-covid-19-cho-nguoi-co-cong-voi-cach-mang/ …
373,Không ghi nhận thêm trường hợp mắc mới bệnh COVID-19 trong ngày 25/4  https://tinhangngay.vn/khong-ghi-nhan-them-truong-hop-mac-moi-benh-covid-19-trong-ngay-25-4/ … pic.twitter.com/IMMAYes5Y2
374,Thiên đường hoa đẹp nhất thế giới không bóng người vì dịch Covid-19  https://tinhangngay.vn/thien-duong-hoa-dep-nhat-the-gioi-khong-bong-nguoi-vi-dich-covid-19/ … pic.twitter.com/f3shGgu1T5
375,Phận đời long đong của những người bán vé số dạo mùa Covid-19  https://tinhangngay.vn/phan-doi-long-dong-cua-nhung-nguoi-ban-ve-so-dao-mua-covid-19/ … pic.twitter.com/KUnIIEqbON
376,"Ngày 25-4, không ghi nhận ca mắc Covid-19 mới, còn 45 bệnh nhân phải điều trị  https://tinhangngay.vn/ngay-25-4-khong-ghi-nhan-ca-mac-covid-19-moi-con-45-benh-nhan-phai-dieu-tri/ … pic.twitter.com/y1LIWgEY0X"
377,Tin tức dịch bệnh corona ( Covid-19 ) sáng 4/4 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-sang-4-4-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/AZvyU9SP10
378,Dân Vũ Hán đổ xô đi ăn mỳ sau đại dịch COVID-19  https://tinhangngay.vn/dan-vu-han-do-xo-di-an-my-sau-dai-dich-covid-19/ … pic.twitter.com/ZMQgf8Q7oF
379,Nghiên cứu mới cho thấy thuốc điều trị huyết áp không làm trầm trọng thêm các bệnh nhân mắc COVID-19  https://tinviet360.com/index.php/2020/05/03/nghien-cuu-moi-cho-thay-thuoc-dieu-tri-huyet-ap-khong-lam-tram-trong-them-cac-benh-nhan-mac-covid-19/ … pic.twitter.com/gb8n2PzJDw
380,"Trung Quốc đã dốc hết sức lực để cứu người mắc COVID-19 cả già và trẻ. Tỷ lệ chữa khỏi cho bệnh nhân COVID-19 ở độ tuổi trên 80 ở Vũ Hán là gần 70%. Vũ Hán có 7 bệnh nhân COVID-19 trăm tuổi đã được xuất viện, người già nhất là 108 tuổi.  pic.twitter.com/cAd64PF95f"
381,Bài học từ 1 ca Covid-19 lây cho 83 người ở Cáp Nhĩ Tân (Trung Quốc)  https://tinhangngay.vn/bai-hoc-tu-1-ca-covid-19-lay-cho-83-nguoi-o-cap-nhi-tan-trung-quoc/ … pic.twitter.com/vDhnG7x4rZ
382,"Từ ngày 23/1, Trung Quốc tiến hành phong tỏa Vũ Hán trong thời gian 76 ngày và tình hình bắt đầu cải thiện. Do vậy, dịch COVID-19 ở Trung Quốc phần lớn tập trung ở Hồ Bắc. Người Vũ Hán đã cho thấy tính kỷ luật và tinh thần tự hy sinh cao nhất.  pic.twitter.com/8fyWJSP5Jc"
383,"Số ca COVID-19 ở Canada, tính tới 1/5/2020 - COVID-19 cases in Canada, as of May 1, 2020  https://www.datawrapper.de/_/8HyRz/ "
384,Hy Lạp - điểm sáng hiếm giữa Covid-19 châu Âu - VnExpress  https://bit.ly/3bVJ3AG 
385,Chiến lược giúp Australia làm phẳng đường cong Covid-19 - VnExpress  https://bit.ly/2VWcEUR 
386,Tập đoàn của Warren Buffett lỗ 50 tỷ USD vì Covid-19 #news https://vnexpress.net/tap-doan-cua-warren-buffett-lo-50-ty-usd-vi-covid-19-4093206.html …
387,Italy kêu gọi người dân không lơ là cảnh giác trước Covid-19 - VnExpress  https://bit.ly/2KWxgpC 
388,Tin tức dịch bệnh corona (Covid-19) tối 18/4 | Việt Nam đã có 201/268 bệnh nhân Covid-19 khỏi bệnh  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-toi-18-4-viet-nam-da-co-201-268-benh-nhan-covid-19-khoi-benh/ … pic.twitter.com/otDt9nHewg
389,Covid-19 ngày 2/5: Người Tây Ban Nha hào hứng tập thể dục ngoài trời  https://bit.ly/2ynKSYz 
390,Covid-19: Tương lai nào cho vụ bang Mỹ kiện Trung Quốc?  https://bit.ly/2ykjpHa 
391,Ngày 25-4: Việt Nam không có ca mới mắc Covid-19  https://tinhangngay.vn/ngay-25-4-viet-nam-khong-co-ca-moi-mac-covid-19/ …
392,"Trung Quốc thành lập cơ chế hợp tác phòng chống và kiểm soát dịch COVID-19. Chủ tịch Tập Cận Bình làm Tổng tư lệnh, Đảng ủy và chính quyền ở tất cả các cấp đã phối hợp hưởng ứng và tuân theo mệnh lệnh chỉ huy, phối hợp và điều phối tập trung.  pic.twitter.com/wVMqUekC6k"
393,15 lít sữa mẹ đã được ủng hộ cho bé gái 4 tháng tuổi ở Hong Kong sau khi mẹ bé bị đưa đi cách ly vì nhiễm Covid-19. #vietnam https://www.youtube.com/watch?v=x9OQO_jCOaA …
394,Nghệ An ưu tiên chi tiền trợ giúp COVID-19 cho ‘người có công với cách mạng’  https://www.nguoi-viet.com/viet-nam/nghe-an-uu-tien-chi-tien-tro-giup-covid-19-cho-nguoi-co-cong-voi-cach-mang/ …
395,Mỹ cấp phép thuốc đầu tiên trị Covid-19 - VnExpress Sức khỏe  https://bit.ly/2WgSAvn 
396,Doanh nghiệp tư nhân Việt Nam khó khăn do Covid-19: Mỹ hỗ trợ 5 triệu USD  https://bit.ly/3bYkxi6 
397,Covid-19: 'Thiên đường' của bác sĩ chống Covid-19 ở Nga  https://bit.ly/2VVUnas 
398,"Trung Quốc tổng động viên toàn quốc, coi cuộc chiến chống lại dịch bệnh COVID-19 là “cuộc chiến tranh nhân dân”. Hơn 42.000 nhân viên y tế từ khắp đất nước đã được cử đến Hồ Bắc. Công nhân trên cả nước dồn về Vũ Hán xây dựng bệnh viện.  pic.twitter.com/n66Td2kpcR"
399,Tương lai nào cho vụ kiện Covid-19 của bang Mỹ với Trung Quốc? #news  https://vnexpress.net/tuong-lai-nao-cho-vu-kien-covid-19-cua-bang-my-voi-trung-quoc-4092949.html …
400,Covid-19 ngày 2/5: Ấn Độ ghi nhận ca nhiễm mới nCoV cao kỷ lục  https://bit.ly/3d7E1RD 
401,Tin tức dịch bệnh corona ( Covid-19 ) sáng 24/3 Tin tổng hợp virus corona Việt Nam đại dịch Vũ Hán  https://opentro.com/tin-tuc-dich-benh-corona-covid-19-sang-24-3-tin-tong-hop-virus-corona-viet-nam-dai-dich-vu-han/ … pic.twitter.com/9b4ECdrSoU
402,"Vũ khí mới nhất,  hiệu quả nhất chống COVID-19.  https://youtu.be/1oRL_9AM7U0  qua @YouTube"
403,Em với chị cách nhau cả màn hình đấy nhó => Em sẽ không dính covid lẫn thích của chị đâu >~< @BTS_twt
404,Hy vọng covid sẽ được đẩy lùi về phía sau từ kết quả khoa học của các bạn  https://twitter.com/NBCNews/status/1256636077730824192 …
405,"Trung Quốc luôn đặt cuộc sống và sức khỏe của người dân lên ưu tiên hàng đầu và đặt lợi ích người dân lên trên mọi thứ. Đó là lý do tại sao Trung Quốc làm tất cả mọi điều để ngăn chặn dịch bệnh lấy đi sinh mạng con người. #COVID
 http://xhne.ws/FKdCs  pic.twitter.com/KpOV6aaIg0"
406,"ಭಾರತದಲ್ಲಿ Covid-19
02 ಮೇ 2020 - ವರದಿ
For live updates visit👉
 https://varadigara.com/covid-19-india-tracker …
#CoronavirusOutbreak #StayHome #StaySafe pic.twitter.com/a5k7Dh9eKm"
407,"Ơ mà lỡ nó dính covid thật ._. 
.
.
.
.
..
.
.
.
..
*em nói đùa thoi ._.* @BTS_twt"
408,Tác giả ‘Harry Potter’ quyên góp hơn một triệu USD cho Covid-19  https://tinhangngay.vn/tac-gia-harry-potter-quyen-gop-hon-mot-trieu-usd-cho-covid-19/ … pic.twitter.com/sBUiqxvFPV
409,Sập roai :> hú hồn cái hồn còn nguyên ha chị :> chị cẩn thận kẻo em nó mang covid đến đấy 🤧 @BTS_twt
410,Úc tiếp tục nới lỏng phong tỏa: Bí mật gì đã giúp họ trở thành một trong những nơi an toàn nhất thế giới giữa đại dịch Covid-19? - Kênh 14  https://kenh14.vn/uc-tiep-tuc-noi-long-phong-toa-bi-mat-gi-da-giup-ho-tro-thanh-mot-trong-nhung-noi-an-toan-nhat-the-gioi-giua-dai-dich-covid-19-20200501142529071.chn … qua @GoogleNews
411,"Hơn 11.000 ca Covid-19, Romania thực hiện xét nghiệm kỷ lục trong 24h  https://tinhangngay.vn/hon-11-000-ca-covid-19-romania-thuc-hien-xet-nghiem-ky-luc-trong-24h/ … pic.twitter.com/D88LqzO4cH"
412,"2 bức ảnh cho thấy Covid-19 đã ""dọn sạch"" bầu trời thành phố New York như thế nào -  http://Cafef.vn   https://cafef.vn/2-buc-anh-cho-thay-covid-19-da-don-sach-bau-troi-thanh-pho-new-york-nhu-the-nao-20200502165432388.chn … qua @GoogleNews"
413,Giữ an toàn cho phạm nhân trong đại dịch Covid-19  https://tinhangngay.vn/giu-an-toan-cho-pham-nhan-trong-dai-dich-covid-19/ … pic.twitter.com/pJlQmKiMLB
414,"Cập nhật 7h ngày 2/5: Covid-19 có thể kéo dài hai năm, gần 240.000 người đã chết, Mỹ cấp phép sử dụng thuốc Remdesivir điều trị - Báo TGVN  https://baoquocte.vn/cap-nhat-7h-ngay-25-covid-19-co-the-keo-dai-hai-nam-gan-240000-nguoi-da-chet-my-cap-phep-su-dung-thuoc-remdesivir-dieu-tri-114802.html … qua @GoogleNews"
415,Dịch COVID-19 chiều 2-5: Pháp hỗ trợ Việt Nam và 4 nước ASEAN chống dịch - Tuổi Trẻ Online  https://tuoitre.vn/dich-covid-19-chieu-2-5-phap-ho-tro-viet-nam-va-4-nuoc-asean-chong-dich-20200502133951669.htm … qua @GoogleNews
416,"Hồ Bắc hiện không ghi nhận ca mắc COVID-19 nào sau khi 12 bệnh nhân cuối cùng ở thành phố Vũ Hán xuất viện. Trung Quốc đang bước một bước gần hơn tới sự chiến thắng trong cuộc chiến chống lại dịch bệnh này.
Trung Quốc đã làm điều đó như thế nào?  pic.twitter.com/X7x1Ho02HJ"
417,Buộc Trung Quốc phải chịu trách nhiệm về Covid-19: Mỹ sẽ đi xa hơn? - Đài Tiếng Nói Việt Nam  https://vov.vn/the-gioi/buoc-trung-quoc-phai-chiu-trach-nhiem-ve-covid19-my-se-di-xa-hon-1044165.vov … qua @GoogleNews
418,Nga tập trung bảo vệ Tổng thống Putin trong ngày có gần 10.000 ca Covid-19 - Game - Báo Thanh Niên  https://thanhnien.vn/the-gioi/nga-tap-trung-bao-ve-tong-thong-putin-trong-ngay-co-gan-10000-ca-covid-19-1218714.html … qua @GoogleNews
419,Diego Maradona bán áo đấu ủng hộ cuộc chiến chống COVID-19  https://tinhangngay.vn/diego-maradona-ban-ao-dau-ung-ho-cuoc-chien-chong-covid-19/ … pic.twitter.com/fUjZMObXJ7
420,Dịch COVID-19 lắng dịu tại châu Âu  https://tinhangngay.vn/dich-covid-19-lang-diu-tai-chau-au/ …
421,"Haha, thông cảm, search sao nó ra mỗi covid có chút hoảng loạn :))
#EIGHT_D3"
422,Covid-19 – ‘kẻ cắp marathon’ của tháng 4  https://tinviet360.com/index.php/2020/05/02/covid-19-ke-cap-marathon-cua-thang-4/ … pic.twitter.com/ch7na6RfWj
423,Nhật ký chống dịch Covid-19 chiều 26/4/2020 | VTC Now World status -  https://is.gd/BVKwCa 
424,Covid-19 : Hoa Kỳ cấp tốc cho phép sử dụng thuốc Remdesivir  http://rfi.my/5pyk.T  qua @RFI_Vi
425,Bệnh nhân Covid-19 ở Hà Giang được công bố khỏi bệnh  https://tinviet360.com/index.php/2020/05/02/benh-nhan-covid-19-o-ha-giang-duoc-cong-bo-khoi-benh/ … pic.twitter.com/OOeLvzaimQ
426,Thể dục thể thao sau covid-19  pic.twitter.com/n1nmE0Luaf
427,"Ngân hàng Việt kiến nghị Visa và MasterCard miễn, giảm nhiều loại phí vì dịch COVID-19  https://tinhangngay.vn/ngan-hang-viet-kien-nghi-visa-va-mastercard-mien-giam-nhieu-loai-phi-vi-dich-covid-19/ … pic.twitter.com/twaKGwAHL6"
428,"Thêm một bộ tiêu chí trong phòng, chống dịch Covid-19 ở lĩnh vực văn hóa thể thao  https://tinhangngay.vn/them-mot-bo-tieu-chi-trong-phong-chong-dich-covid-19-o-linh-vuc-van-hoa-the-thao/ …"
429,Lãnh án 12 tháng tù vì dùng dao tấn công lực lượng phòng chống dịch COVID-19  https://tinhangngay.vn/lanh-an-12-thang-tu-vi-dung-dao-tan-cong-luc-luong-phong-chong-dich-covid-19/ … pic.twitter.com/5F0U7wEHZS
430,"đcm tq mà cấm thì vn anlon ạ, ngay đợt covid này nó ko cho xuất là biết mặt nhau vl ạ"
431,5 tủ lạnh nội địa tốt nhất 2020 trong dịch covid-19 tại Hà Nội  https://hangnhattoday.com/5-tu-lanh-noi-dia-tot-nhat-2020-trong-dich-covid-19-tai-ha-noi/ … pic.twitter.com/F7nU8TZLgQ
432,Thái Lan hướng tới khách nhà giàu sau Covid-19  http://dlvr.it/RVtTgr  pic.twitter.com/mUt7QdJqKV
433,"NVRADIO: Đại dịch Covid-19 tiếp tục tàn phá, các nước hợp nhau đòi Trung...  https://youtu.be/eFgULIL6bE0  via @YouTube"
434,WHO phản đối phát hành ‘hộ chiếu miễn dịch’ cho bệnh nhân Covid-19 bình phục  https://tinhangngay.vn/who-phan-doi-phat-hanh-ho-chieu-mien-dich-cho-benh-nhan-covid-19-binh-phuc/ …
435,Bên trong chung cư Sài Gòn bị phong tỏa sau ca tái nhiễm Covid-19  https://tinviet360.com/index.php/2020/05/02/ben-trong-chung-cu-sai-gon-bi-phong-toa-sau-ca-tai-nhiem-covid-19/ … pic.twitter.com/PrVz4Uxk7k
436,"Điều tra về nguồn gốc của virus gây bệnh COVID-19: WHO muốn tham gia, TQ chưa cho?  http://hoicodo.com/621184/dieu-tra-ve-nguon-goc-cua-virus-gay-benh-covid-19-who-muon-tham-gia-tq-chua-cho/ … pic.twitter.com/sd4Fjzn4NL"
437,Đã có 225 bệnh nhân mắc COVID-19 được công bố khỏi bệnh (tính đến 15h ngày 25/4/2020)  https://tinhangngay.vn/da-co-225-benh-nhan-mac-covid-19-duoc-cong-bo-khoi-benh-tinh-den-15h-ngay-25-4-2020/ …
438,Việt Nam thêm 2 ca mới mắc COVID-19; Hà Nội sẽ chi trả hỗ trợ cho người dân khó khăn trước 30/4  https://tinhangngay.vn/viet-nam-them-2-ca-moi-mac-covid-19-ha-noi-se-chi-tra-ho-tro-cho-nguoi-dan-kho-khan-truoc-30-4/ … pic.twitter.com/DnwSVzJXJN
439,"Cập nhật số người nhiễm Corona Covid-19 mới nhất hôm nay, cách phòng tránh Corona Virus.

bảng CẬP NHẬT số ca nhiễm corona (COVID-19) trên thế giới và việt nam:

.  https://moivaonhatoi.com/corona  pic.twitter.com/heNE2KzUNY"
440,"Covid-19: Singapore, Thái Lan… rục rịch nối lại hoạt động  https://ngon24h.wordpress.com/2020/05/02/covid-19-singapore-thai-lan-ruc-rich-noi-lai-hoat-dong/ … pic.twitter.com/fqJE6AQAWa"
441,"Chiều 25/4, Việt Nam không có ca mắc COVID-19 mới, chỉ còn 45 ca đang điều trị  https://tinhangngay.vn/chieu-25-4-viet-nam-khong-co-ca-mac-covid-19-moi-chi-con-45-ca-dang-dieu-tri/ … pic.twitter.com/ny7dsJonNe"
442,"Giám đốc Sở Y tế Quảng Nam nói về việc mua máy xét nghiệm Covid-19 giá 7,2 tỷ  https://tinhangngay.vn/giam-doc-so-y-te-quang-nam-noi-ve-viec-mua-may-xet-nghiem-covid-19-gia-72-ty/ … pic.twitter.com/c9ygdmoZ5o"
443,"Mỹ hỗ trợ gần 9,5 triệu USD giúp Việt Nam chống dịch Covid-19  https://ift.tt/2SvWTSF "
444,"CDC: Gần 5,000 công nhân xưởng thịt khắp nước Mỹ nhiễm COVID-19  https://www.nguoi-viet.com/hoa-ky/cdc-gan-5000-cong-nhan-xuong-thit-khap-nuoc-my-nhiem-covid-19/ …"
445,"- LBC Ss2 sẽ dịch sang tiếng Nhật và Hàn (cũng xác nhận có fmt sau khi phim kết thúc, dự kiến đầu tháng 12, phải xem tình hình dịch bệnh Covid thế nào nữa)
- Mỹ Latin và VN cũng đã liên hệ nhưng chưa confirm về fmt.

Cre: Pi Gong's IG, EN trans as 
#lbc2iscoming https://twitter.com/Tommy2kkum/status/1256586707308167168 …"
446,"Dịch COVID-19 tối 2/5: Dỡ bỏ dần cách ly tại xã Kiêu Kỵ, hạn chế người dân đi lại  https://ift.tt/3feZFoO  pic.twitter.com/bciIvgeM9r"
447,Nguy cơ suy thoái kinh tế toàn cầu do COVID-19 | VTV24  https://opentro.com/nguy-co-suy-thoai-kinh-te-toan-cau-do-covid-19-vtv24/ … pic.twitter.com/QcSzEgizmp
448,"Cập nhật 19h ngày 2/5: Số ca mắc Covid-19 ở châu Âu vượt quá 1,5 triệu, Malaysia và Indonesia có thêm hàng trăm ca mắc mới  https://baoquocte.vn/cap-nhat-19h-ngay-25-so-ca-mac-covid-19-o-chau-au-vuot-qua-15-trieu-malaysia-va-indonesia-co-them-hang-tram-ca-mac-moi-114837.html … – at Highlands Coffee"
