,content
351,"Việt Nam nỗ lực chặn dịch, đạt tín nhiệm cao nhất trong ứng phó Covid-19  https://gamemobilemoi.wordpress.com/2020/04/06/viet-nam-no-luc-chan-dich-dat-tin-nhiem-cao-nhat-trong-ung-pho-covid-19/ … pic.twitter.com/Z4WVkQNvsV"
352,"Mùndù ejwo nì mùka
@Kattajkatta njuıìrì ìkamera Covid-19 yaathira"
353,"Tỉnh Hồ Bắc, Trung Quốc ngày 5/4 không ghi nhận ca lây nhiễm 
Ủy ban y tế quốc gia Trung Quốc ngày 6/4 cho biết, ngày 5/4 Trung Quốc ghi nhận 39 ca lây nhiễm COVID-19, 2 ca tử vong ở 31 tỉnh thành trên cả nước, tổng số ca tử vong 3.331 và ca nhiễm 81.708.  pic.twitter.com/P2VhLuzuo5"
354,"Lúc đó tôi nói với em rằng
Em là cả bầu trời của tôi 
Nhưng em đâu có hay biết
Tôi thì coi trời bằng vung 
#onha #mua #Covid_19 pic.twitter.com/ApD1dqbcHP"
355,"Việt Nam không có thêm ca mắc Covid-19, 4 bệnh nhân năng tốt lên  https://tinviet360.com/index.php/2020/04/06/viet-nam-khong-co-them-ca-mac-covid-19-4-benh-nhan-nang-tot-len/ … pic.twitter.com/VtB704eU9W"
356,"Covid -19 : Pháp suy nghĩ về ứng dụng ""tracking""  https://rfi.my/5hXs.t  pic.twitter.com/PPhHORd0oq"
357,các cách kiếm tiền ở nhà trong dịch Covid-19  https://goodstock.vn/cac-cach-kiem-tien-o-nha-trong-dich-covid-19/ … pic.twitter.com/6DIhgZtOpx
358,"✊✊ Cùng Viettel chống dịch Covid - 19, tặng data cho khách hàng Viettel
✅ Tặng 2GB/ngày cho lực lượng tuyến đầu chống dịch
✅ Tặng 3GB/14 ngày cho người thực hiện cách ly tập trung
 http://5gviettel.com.vn/viettel-mien-phi-data-phut-goi-cho-luc-luong-tuyen-dau-va-nguoi-cach-ly.html …"
359,Thánh ‘Apple Pen’ tái xuất với phiên bản Covid-19  https://goo.gl/fb/jGfmFh  #chiasẻnổibật #âmnhạc #cộngđồngmạng
360,"✊✊ Cùng Viettel chống dịch Covid - 19, tặng data cho khách hàng Viettel
✅ Tặng 2GB/ngày cho lực lượng tuyến đầu chống dịch
✅ Tặng 3GB/14 ngày cho người thực hiện cách ly tập trung
 https://4gviettel.vn/chung-tay-chong-dich-viettel-tang-data-cho-luc-luong-tuyen-dau-va-nguoi-cach-ly.html …"
361,MobiFone khuyến mãi 50% data cho mọi TB mùa dịch Covid 19 >>>  https://dichvumobifone.com/mobifone-khuyen-mai-50-data-cho-moi-tb-mua-dich-covid-19.html … pic.twitter.com/fsFQFtqoYJ
362,TT Trump tiết lộ Mỹ đã mua 29 triệu liều thuốc sốt rét chữa COVID-19  https://www.nguoi-viet.com/hoa-ky/tt-trump-tiet-lo-my-mua-29-trieu-lieu-thuoc-sot-ret/ …
363,"💪💪 Chung tay chống dịch Covid - 19, Mobifone tặng gói C120 cho lực lượng tuyến đầu chống dịch
📅📅Chương trình áp dụng từ 3/4 - 31/5/2020
🙌🙌Giúp uyến đầu liên lạc trao đổi thông tin chống dịch hiệu quả hơn
 https://mobifones.vn/mobifone-mien-phi-goi-c120-cho-luc-luong-tuyen-dau-chong-dich-covid-19.html …"
364,Các tập đoàn lớn Việt Nam chung tay đẩy lùi Covid-19 - VnExpress Kinh Doanh  https://bit.ly/2V5QYEb 
365,Hà Nội phát hiện trường hợp ủ bệnh Covid-19 tới 24 ngày  http://hoicodo.com/610323/ha-noi-phat-hien-truong-hop-u-benh-covid-19-toi-24-ngay/ … pic.twitter.com/xiQk9N64Vn
366,"Apple hiện có hơn 20 triệu khẩu trang, bắt đầu thiết kế và sản xuất mặt nạ bảo vệ để giúp các nhân viên y tế chống lại Covid-19  http://dlvr.it/RTFTL5  pic.twitter.com/F886QH4wNi"
367,Tin mới nhất Covid-19 tại California  http://thienhasu2018.com/2020/04/05/tin-moi-nhat-covid-19-tai-california/ … pic.twitter.com/7kQHanl5tA
368,Sài Gòn trong Covid-19: Nhịp sống của thành phố thay đổi trước ảnh hưởng của dịch bệnh và…  https://goo.gl/fb/vSDjyH 
369,Phi công người Anh mắc Covid-19 đầu tiên ở bar Buddha phải can thiệp ECMO  https://ngon24h.wordpress.com/2020/04/06/phi-cong-nguoi-anh-mac-covid-19-dau-tien-o-bar-buddha-phai-can-thiep-ecmo/ … pic.twitter.com/k9xo2s1yP2
370,Bill Gates: Có cơ hội để số người chết vì Covid-19 ở Mỹ không đạt 240.000 như dự đoán  https://ngon24h.wordpress.com/2020/04/06/bill-gates-co-co-hoi-de-so-nguoi-chet-vi-covid-19-o-my-khong-dat-240-000-nhu-du-doan/ … pic.twitter.com/P4ttJlBGGa
371,"Bảo hiểm online kiểu ‘chơi hụi’ mùa Covid-19: Hàng trăm triệu người lạ cùng trả phí điều trị cho một người, chi phí rẻ hơn giá một cốc Starbucks  https://ngon24h.wordpress.com/2020/04/06/bao-hiem-online-kieu-choi-hui-mua-covid-19-hang-tram-trieu-nguoi-la-cung-tra-phi-dieu-tri-cho-mot-nguoi-chi-phi-re-hon-gia-mot-coc-starbucks/ … pic.twitter.com/j1KDqebgcT"
372,"Petrolimex ước lỗ 572 tỷ trong quý 1/2020, doanh thu cả năm sụt giảm hơn 12.500 tỷ vì Covid-19  https://goodstock.vn/petrolimex-uoc-lo-572-ty-trong-quy-1-2020-doanh-thu-ca-nam-sut-giam-hon-12-500-ty-vi-covid-19/ … pic.twitter.com/ztnsC0TYv1"
373,virus gay dich covid 19 da tien hoa thanh 2 nhom khac han nhau vtc news  https://youtu.be/_gmW0yrCYQw  via @YouTube
374,Lệnh hạn chế ra khỏi nhà có làm dân số bùng nổ hậu đại dịch Covid-19?  https://goodstock.vn/lenh-han-che-ra-khoi-nha-co-lam-dan-so-bung-no-hau-dai-dich-covid-19/ … pic.twitter.com/k2GfmlJWd5
375,"Thị trường bất động sản Anh 'đóng cửa' vì COVID-19

 https://www.bdscuatui.com/thi-truong-bat-dong-san-anh-dong-cua-vi-covid-19-32021/?feed_id=17717&_unique_id=5e8adc1a24b73 …"
376,"Thái Nguyên thành lập gần 2.600 tổ công tác tự quản phòng, chống dịch COVID-19: Trong nỗ…  https://goo.gl/fb/9AMcwy "
377," https://youtu.be/2o6lRNHZKzc 
Hơn 20,000 người đã quan tâm đến bảng điện tử LCD cho con trẻ mùa dịch bệnh covid-19. Còn bạn thì sao?
Hãy để trẻ vui chơi thỏa thích mùa dịch bệnh này nhé.
Call, Zalo: 0903267722
#coronavirus pic.twitter.com/hNwUr7pWBD"
378,MobiFone thay đổi thời gian làm việc các cửa hàng tại KV8 vì Covid-19 >>>  https://3gmobifones.com/mobifone-thay-doi-thoi-gian-lam-viec-cac-cua-hang-tai-kv8-vi-covid-19 … pic.twitter.com/LkRk8ksyy4
379,Xuất hiện ca dương tính Covid-19 đầu tiên ở động vật  https://goo.gl/fb/S1to4t  #chiasẻnổibật #sứckhỏevàđờisống
380,"Thay đổi giờ làm việc cửa hàng MobiFone tại KV8 vì dịch Covid-19
 https://bit.ly/2yxvgBm  pic.twitter.com/dEjx0shmZg"
381,VUS tiếp sức y bác sĩ và cán bộ y tế vững vàng chống dịch Covid-19  https://bestskills.vn/vus-tiep-suc-y-bac-si-va-can-bo-y-te-vung-vang-chong-dich-covid-19/ …
382,Giáo viên may khẩu trang tặng trò nghèo phòng dịch Covid-19  https://bestskills.vn/giao-vien-may-khau-trang-tang-tro-ngheo-phong-dich-covid-19/ …
383,Cô giáo làm mũ bảo hộ tặng những người ở tuyến đầu chống dịch Covid-19  https://bestskills.vn/co-giao-lam-mu-bao-ho-tang-nhung-nguoi-o-tuyen-dau-chong-dich-covid-19/ …
384,"Các biện pháp phòng, chống dịch Covid-19 đã cho thấy hiệu quả nhưng khôn... 
#Vietnamese #Vietnam #tintuc #new
 https://youtu.be/-WK8wwZH-Y8  qua @YouTube"
385,"Viettel tặng 50% data cho mọi TB ở nhà chống dịch Covid 19
 https://bit.ly/2JJKaGZ  pic.twitter.com/1UIUBBZNtC"
386,Những ‘tuyệt chiêu’ giúp Đức ít người tử vong vì Covid-19  http://hoicodo.com/610309/nhung-tuyet-chieu-giup-duc-it-nguoi-tu-vong-vi-covid-19/ …
387,"💉Coteccons góp sức cùng cộng đồng hỗ trợ chống dịch COVID-19

#coteccons #phanmemquanlynhansu #phanmemnhansu #emsc https://emsc.vn/coteccons-gop-suc-cung-cong-dong-phong-chong-dich-covid-19/ …"
388,Shinhan Finance đóng góp chống dịch Covid-19  https://trungcln.com/shinhan-finance-dong-gop-chong-dich-covid-19/ … pic.twitter.com/Og819mXQYa
389,Giải trí tại nhà thời Covid-19  https://trungcln.com/giai-tri-tai-nha-thoi-covid-19/ … pic.twitter.com/R7v5IWzKuX
390,Đại dịch COVID-19: Những bài học cho tương lai  https://goodstock.vn/dai-dich-covid-19-nhung-bai-hoc-cho-tuong-lai/ … pic.twitter.com/kaX0UHKXqL
391,"Giá bất động sản Ấn Độ cuối cùng sẽ phải đối mặt với một kiểm tra thực tế bây giờ?
#corona #covid-19 #địaốc #tưvấntàisảnana... https://www.bdscuatui.com/gia-bat-dong-san-an-do-cuoi-cung-se-phai-doi-mat-voi-mot-kiem-tra-thuc-te-bay-gio-32017/?feed_id=17711&_unique_id=5e8ad865517b5 …"
392,"Sau này chúng ta hãy gặp lại nhau khi hết DỊCH Và khi đó chúng ta méo nhận ra nhau nữa 😞😔😔😔😔😔 --- Thứ 2 đầu tuần - 06/4/2020, luận theo lịch âm là ngày kỷ mão tháng canh thìn năm canh tý đời COVID thứ I 😷🤧  https://buff.ly/2RhvOSC "
393,"6 lời khuyên cho các sàn giao dịch BĐS đang phải ""gồng mình"" chờ qua mùa dịch Covid-19
#giảmđaukinhtế #bđsviệtnam #giaod...
 https://www.bdscuatui.com/6-loi-khuyen-cho-cac-san-giao-dich-bds-dang-phai-gong-minh-cho-qua-mua-dich-covid-19-32012/?feed_id=17702&_unique_id=5e8ad6f948f73 …"
394,Không biết bao giờ mới hết cái thời covid này đây. Cứ như này thì biết phải làm sao 😭😭
395," https://youtu.be/2o6lRNHZKzc 
Hơn 20,000 người đã quan tâm đến bảng điện tử LCD cho con trẻ mùa dịch bệnh covid-19. Còn bạn thì sao?
Hãy để trẻ vui chơi thỏa thích mùa dịch bệnh này nhé.
Call, Zalo: 0903267722"
396,Câu chuyện đau lòng của người vợ mất chồng vì Covid-19 khiến nhiều người xúc động  https://ngon24h.wordpress.com/2020/04/06/cau-chuyen-dau-long-cua-nguoi-vo-mat-chong-vi-covid-19-khien-nhieu-nguoi-xuc-dong/ … pic.twitter.com/v1WIGXzTiD
397,Thị trường nhân sự tiếng Hàn ở Việt Nam bị ảnh hưởng đến mức nào vì COVID-19?  https://thongtinhanquoc.com/thi-truong-nhan-su-tieng-han-o-viet-nam-bi-anh-huong-den-muc-nao-vi-covid-19/ … pic.twitter.com/XrJCQvWyu1
398,Hà Nội phát hiện trường hợp ủ bệnh Covid-19 tới 24 ngày  http://thienhasu2018.com/2020/04/05/ha-noi-phat-hien-truong-hop-u-benh-covid-19-toi-24-ngay/ … pic.twitter.com/Oo8JPnXjxp
399,"Nhiều nhà đầu tư hiện nắm giữ #Bitcoin như một hàng rào chống lại hệ thống tài chính toàn cầu. Như những con số cho thấy, Bitcoin đã không bị ảnh hưởng từ cuộc khủng hoảng tài chính COVID-19 gần đây.
 https://www.tapchibitcoin.vn/bitcoin-tang-tuong-quan-voi-cac-tai-san-tai-chinh-toan-cau-trong-bao-covid-19-hy-vong-nao-cho-gia-btc.html …"
400,Công an An Giang hạ quyết tâm trong trận chiến cuối cùng – Ngăn chặn và đẩy lùi Covid 19  https://ngon24h.wordpress.com/2020/04/06/cong-an-an-giang-ha-quyet-tam-trong-tran-chien-cuoi-cung-ngan-chan-va-day-lui-covid-19/ … pic.twitter.com/XaFcRW05wD
401,Những thói quen cần thay đổi để phòng dịch COVID-19  https://tinquangbinh.com/2020/04/976458/nhung-thoi-quen-can-thay-doi-de-phong-dich-covid-19/ … pic.twitter.com/Cu4gxwoOBr
402,Chán lắm rồi. Covid nhanh nhanh biến mất đi 😞 @BTS_twt pic.twitter.com/mhnxt6OWoX
403,"Gói hội viên của tôi đã thanh toán, trong thời gian cách ly vì covid tôi k sử dụng được gói này, vậy gói có được lùi thời gian gia hạn sang tháng sau k."
404,TIN ĐẶC BIỆT 6/4/2020 | VỀ COVID 19  https://youtu.be/IF2nMSJQWjI  qua @YouTube
405,Đang khổ . . . covid 19 làm thêm khổ .  pic.twitter.com/aD0ocxOytV
406,"❤️ 🇻🇳 Hệ thống 1407 nhận được hơn 126 tỷ đồng ủng hộ chống dịch COVID-19.
💠 Tính đến 11 giờ ngày 5/4, hệ thống 1407 đã nhận được hơn 2,1 triệu tin nhắn ủng hộ chống dịch COVID-19 với tổng số tiền trên 126 tỷ đồng.  https://thanhphohaiphong.gov.vn/he-thong-1407-nhan-duoc-hon-126-ty-dong-ung-ho-chong-dich-covid-19.html … pic.twitter.com/5OsAv7ZDRG"
407,"#vietnamstrong #fafcinfo #nhungngaykhongquen #banker #covid #covid-19 @ Ho Chi Minh City, Vietnam  https://www.instagram.com/p/B-oUx2EJ9_9/?igshid=r3bq76dweuv8 …"
408,Tin dịch bệnh do virus Corona (Covid-19) mới nhất sáng 6/4 | VTC Now  https://youtu.be/0QE_EJXFtHk  qua @YouTube
409,"DV tư vấn xin cấp chứng chỉ năng lực tổ chức thi công XD công trình.
Hỗ trợ mùa dịch covid 19 1 triệu/1 đv
 https://vietcompany.vn/cap-chung-chi-nang-luc-to-chuc-thi-cong-xay-dung-cong-trinh.html …
#chungchinanglucxaydung pic.twitter.com/igEy9pp1ie"
410,"DV tư vấn xin cấp chứng chỉ năng lực tổ chức thi công XD công trình.
Hỗ trợ mùa dịch covid 19 1 triệu/1 đv
 https://vietcompany.vn/cap-chung-chi-nang-luc-to-chuc-thi-cong-xay-dung-cong-trinh.html …
#chungchinanglucxaydung"
411,Buổi sáng thứ hai liên tiếp Việt Nam không có ca mắc COVID-19 mới  https://goodstock.vn/buoi-sang-thu-hai-lien-tiep-viet-nam-khong-co-ca-mac-covid-19-moi/ … pic.twitter.com/wJBpK22kF7
412,Hình ảnh đau thương tại tâm dịch New York: Thi thể nạn nhân COVID-19 “xếp hàng” chật hành lang bệnh viện  http://hoicodo.com/610290/hinh-anh-dau-thuong-tai-tam-dich-new-york-thi-the-nan-nhan-covid-19-xep-hang-chat-hanh-lang-benh-vien/ … pic.twitter.com/JR4AW1ZTkX
413,Wilander: ‘Djokovic mất nhiều nhất vì Covid-19’  https://tinquangbinh.com/2020/04/976451/wilander-djokovic-mat-nhieu-nhat-vi-covid-19-2/ … pic.twitter.com/ivEmhfIjWx
414,"Người Hà Nội chui rào vào Công viên Thống Nhất tập thể dục, câu cá giữa dịch Covid-19  https://ngon24h.wordpress.com/2020/04/06/nguoi-ha-noi-chui-rao-vao-cong-vien-thong-nhat-tap-the-duc-cau-ca-giua-dich-covid-19/ … pic.twitter.com/Can38Jt5x3"
415,"Gặp khá khó khăn kép, công ty bia Sabeco của tỷ phú Thái vẫn rộng tay gom gạo, nước đóng chai, nước rửa tay…hỗ trợ Việt Nam chống dịch COVID-19  https://goodstock.vn/gap-kha-kho-khan-kep-cong-ty-bia-sabeco-cua-ty-phu-thai-van-rong-tay-gom-gao-nuoc-dong-chai-nuoc-rua-tay-ho-tro-viet-nam-chong-dich-covid-19/ … pic.twitter.com/T3fzuqQp6k"
416,"Hổ tại vườn thú New York xét nghiệm dương tính với COVID-19
Một con hổ tại Sở thú Bronx ở thành phố New York đã có kết quả xét nghiệm dương tính với COVID-19, sở thú cho biết ngày 5/4.  pic.twitter.com/RmiWo6i7kk"
417,"Doanh nghiệp bất động sản tự 'giải cứu' trước đại dịch Covid-19 thế nào?
Visit:  https://diathevang.vn/doanh-nghiep-bat-dong-san-tu-giai-cuu-truoc-dai-dich-covid-19-the-nao.html?feed_id=76217 … pic.twitter.com/3zJsUawjZU"
418,"Tổng quan Thị trường ngày 06/04/2020 | Số liệu Covid-19 sẽ là chìa khóa ổn định thị trường tuần này, giá dầu tiếp tục lên cao với tin tức thỏa thuận nguồn cung.
 https://www.youtube.com/watch?v=ua7aGdri008 …
#scopemarkets #coronavirus #ngoaihoi #nangluong #forex"
419,"Những tin vui về công tác phòng chống dịch COVID-19 tại Việt Nam
#corona
#COVID19 https://caodangyduoctphcm.com.vn/nhung-tin-vui-ve-cong-tac-phong-chong-dich-covid-19-tai-viet-nam.html …"
420,Xúc động với lời tâm sự của “sếp lớn” AC Milan trước đại dịch COVID-19  https://bongda.ws/xuc-dong-voi-loi-tam-su-cua-sep-lon-ac-milan-truoc-dai-dich-covid-19/ … pic.twitter.com/hGB6jQEe89
421,"Hành lễ đông người giữa cao điểm dịch COVID-19 đi ngược lại chủ trương, gây nguy hiểm sức khỏe cộng đồng  http://hoicodo.com/610102/hanh-le-dong-nguoi-giua-cao-diem-dich-covid-19-di-nguoc-lai-chu-truong-gay-nguy-hiem-suc-khoe-cong-dong-2/ … pic.twitter.com/JbKIQxIHyC"
422,Số ca nhiễm COVID-19 gia tăng tại Trung Quốc  https://youtu.be/R4INooAn6Hk  qua @YouTube
423,"Dự đoán 30/4 này VIỆT NAM sẽ ăn mừng đại thắng Covid 19 như đại thắng mùa Xuân 1975 các bạn tin không 😍😍💜
@BTS_twt"
424,Truyền hình K+ ưu đãi lớn cho khách hàng trong Covid-19  https://vnexpress.net/kinh-doanh/truyen-hinh-k-uu-dai-lon-cho-khach-hang-trong-covid-19-4079540.html … pic.twitter.com/YbuzvpwjkG
425,🔖 Hướng dẫn việc tạm dừng đóng vào quỹ hưu trí và tử tuất đối với doanh nghiệp gặp khó khăn do dịch COVID-19.  https://thanhphohaiphong.gov.vn/huong-dan-viec-tam-dung-dong-vao-quy-huu-tri-va-tu-tuat-doi-voi-doanh-nghiep-gap-kho-khan-do-dich-covid-19.html … pic.twitter.com/i1lsgAQ3r4
426,"Trong mùa dịch COVID-19, tất cả hãy giữ gìn sức khỏe thật tốt nhé 🍀🖤
♥️
#MonbebeAreHereForWonho
#원호가_돌아올때까지_우린_멈추지_않아- We won't stop until Wonho is back

@OfficialMonstaX
@eshygazit
@STARSHIPent
@Epic_Records"
427,"Tổng hợp các sản phẩm y tế chăm sóc sức khỏe mùa dịch Covid 19
Tham khảo ngay: https://bit.ly/2wgxuV0 
#sanphamc... https://plurk.com/p/nroe1v "
428,"Mỹ có thêm hơn 1,200 người chết vì COVID-19, nhiều nhất trong 1 ngày  https://youtu.be/FdlNIBsZ3w8  qua @YouTube"
429,Cặp song sinh Ấn Độ được đặt tên là Corona và Covid  https://www.dkn.us/the-gioi/cap-song-sinh-an-do-duoc-dat-ten-la-corona-va-covid.html#.XorMS4QkDf8.twitter …
430,Người vi phạm liên quan đến dịch COVID-19 có thể bị khởi tố  https://gdvn.net/nguoi-vi-pham-lien-quan-den-dich-covid-19-co-the-bi-khoi-to.html … pic.twitter.com/jd4lEkKyAK
431,"Tổng hợp các sản phẩm y tế chăm sóc sức khỏe mùa dịch Covid 19
Tham khảo ngay: https://bit.ly/2wgxuV0 
#sanphamchongdichcovid19 #phuongbacphukien #chongdichcovid19 pic.twitter.com/KPZM4pHXY4"
432,Sáng ngày thứ hai liên tiếp không ghi nhận thêm ca mới mắc Covid-19  https://banmaihong.wordpress.com/2020/04/06/sang-ngay-thu-hai-lien-tiep-khong-ghi-nhan-them-ca-moi-mac-covid-19/ … pic.twitter.com/Dlu2gQwpmC
433,"Hoãn khoản làm sân bay Long Thành, dùng tiền “kích” kinh tế hậu Covid-19? | Báo Dân trí  https://snip.ly/a9qy8o?fbclid=IwAR386F_fQdVV112Xg7iVS3BQV0ItiiE_jrce9Fzrp83hLrn6oZXGHEI04jM# https://dantri.com.vn/kinh-doanh/hoan-khoan-lam-san-bay-long-thanh-dung-tien-kich-kinh-te-hau-covid-19-20200404122723369.htm …"
434,Hạm trưởng tàu sân bay Mỹ mắc COVID-19 sau khi bị sa thải  http://thienhasu2018.com/2020/04/05/ham-truong-tau-san-bay-my-mac-covid-19-sau-khi-bi-sa-thai/ … pic.twitter.com/H1zPvnBa7e
435,"Niềng răng bất động sản cho áp lực dòng tiền tệ nhất
#bánnhàở #covid-19 #địaốc #khóamáy #thunhậpchothuê #trungtâmmuasắm #viruscorona #xacáchxãhội https://www.bdscuatui.com/nieng-rang-bat-dong-san-cho-ap-luc-dong-tien-te-nhat-32011/?feed_id=17702&_unique_id=5e8aca16c33f9 …"
436,"G: Cậu muốn ăn Kra Pao không? (Thịt xào húng quế)
M: Kra Pao bọn anh tự làm
M: Ăn đồ chín và dùng thìa canh, có phải nghĩa là dùng thìa canh để ăn?

(Vì covid 19 nên chính phủ khuyên dùng thìa canh để ăn) 
(2)

#Saint_sup
#MewGulf"
437,Bác sĩ đội bóng ở Pháp tự tử nghi liên quan COVID-19  https://tinviet360.com/index.php/2020/04/06/bac-si-doi-bong-o-phap-tu-tu-nghi-lien-quan-covid-19/ … pic.twitter.com/k6p2FgvjMF
